Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,367.200,2.717,0.419,1.461,2.059,3.881,4.886,5.605,9.311,18.925,0.368
5,361.800,2.759,0.398,1.478,2.231,3.859,4.916,7.056,9.380,12.488,0.362
10,367.600,2.715,0.381,1.253,2.164,3.844,4.856,5.598,9.123,11.678,0.368
15,380.200,2.625,0.391,1.473,1.686,3.735,4.850,5.493,9.399,13.552,0.381
20,371.400,2.689,0.360,1.335,1.768,3.834,4.955,5.762,9.427,13.436,0.372
25,376.600,2.652,0.380,1.216,1.682,3.775,4.880,5.713,9.646,13.867,0.377
30,370.800,2.694,0.385,1.491,1.724,3.863,4.892,5.676,9.560,12.810,0.371
35,414.400,2.410,0.386,0.843,1.853,3.540,4.556,5.693,9.327,12.544,0.415
40,439.600,2.271,0.388,0.838,1.512,3.404,4.292,5.291,7.740,10.718,0.440
45,443.400,2.250,0.368,0.821,1.652,3.416,4.354,5.269,7.789,10.837,0.444
50,446.400,2.238,0.363,0.814,1.752,3.407,4.330,4.924,7.687,13.467,0.447
55,459.600,2.170,0.362,0.804,1.038,3.276,4.211,5.157,7.755,11.045,0.461
