Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,149.400,1.407,0.735,0.905,1.492,1.603,1.806,2.128,3.250,16.417,0.711
5,142.800,1.361,0.764,0.921,1.544,1.621,1.704,1.798,2.530,3.157,0.735
10,141.400,1.410,0.845,0.944,1.580,1.634,1.736,1.828,2.856,4.636,0.709
15,153.600,1.355,0.745,0.916,1.542,1.620,1.699,1.798,2.438,4.537,0.738
20,156.200,1.291,0.745,0.836,1.492,1.553,1.630,1.687,2.450,3.504,0.775
25,153.800,1.319,0.749,0.843,1.505,1.562,1.637,1.700,2.457,6.235,0.758
30,152.600,1.288,0.738,0.828,1.497,1.563,1.634,1.682,2.345,2.957,0.777
35,162.200,1.234,0.742,0.825,1.481,1.544,1.641,1.798,2.005,2.582,0.810
40,191.000,0.853,0.744,0.798,0.830,0.875,0.925,0.971,1.237,3.502,1.172
45,200.400,0.819,0.732,0.774,0.791,0.822,0.883,0.917,1.248,2.484,1.221
50,200.800,0.816,0.728,0.784,0.802,0.829,0.884,0.908,1.019,2.199,1.225
55,206.000,0.812,0.738,0.784,0.798,0.822,0.880,0.903,0.972,1.588,1.232
