Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.200,11.887,10.370,10.809,11.529,12.542,13.479,15.132,20.122,20.122,0.084
5,9.200,11.228,10.329,10.690,10.857,11.233,13.174,14.109,15.375,15.375,0.089
10,9.800,11.139,10.227,10.601,10.939,11.286,12.238,12.580,14.599,14.599,0.090
15,10.800,11.119,8.547,10.674,11.097,11.534,12.304,13.184,14.034,14.034,0.090
20,10.400,9.309,8.423,8.813,9.066,9.532,9.937,11.366,13.745,13.745,0.107
25,11.400,9.093,8.295,8.742,8.942,9.283,9.722,10.371,10.864,10.864,0.110
30,9.800,9.279,8.293,8.832,9.024,9.285,9.968,11.542,12.934,12.934,0.108
35,11.000,9.240,8.434,8.898,9.044,9.251,9.590,11.732,12.749,12.749,0.108
40,11.200,9.578,8.567,8.922,9.093,9.313,10.630,11.398,23.664,23.664,0.104
45,13.200,9.228,8.313,8.702,8.965,9.454,10.305,11.077,11.861,11.861,0.108
50,10.600,9.384,8.564,8.886,9.122,9.368,10.628,11.303,12.990,12.990,0.107
55,10.600,9.272,8.488,8.849,9.020,9.457,9.687,11.072,12.180,12.180,0.108
