Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,111.800,5.266,2.985,4.303,5.057,5.855,6.443,7.140,9.570,46.299,0.190
5,132.600,4.504,1.733,3.780,4.381,5.108,5.544,5.824,7.533,34.506,0.222
10,134.600,4.774,2.330,3.993,4.764,5.473,6.000,6.264,7.177,8.453,0.209
15,132.400,4.617,2.211,3.891,4.600,5.292,5.719,5.920,6.831,7.986,0.217
20,133.200,4.628,1.957,3.907,4.566,5.253,5.764,6.038,6.877,11.299,0.216
25,130.200,4.524,3.046,3.814,4.469,5.197,5.644,5.845,6.723,8.749,0.221
30,132.600,4.742,1.731,3.974,4.725,5.353,5.888,6.427,7.726,10.053,0.211
35,111.600,5.498,1.912,4.563,5.426,6.273,7.188,7.747,8.616,12.067,0.182
40,123.600,4.847,2.392,3.991,4.800,5.552,6.205,6.591,7.808,10.639,0.206
45,130.800,4.730,2.083,3.955,4.668,5.399,5.927,6.271,7.776,10.275,0.211
50,124.800,4.839,1.865,3.930,4.702,5.447,6.025,6.548,8.782,41.784,0.207
55,127.200,4.610,2.393,3.796,4.553,5.298,5.822,6.195,7.940,9.725,0.217
