Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,244.800,4.079,0.501,2.111,3.510,5.293,6.374,9.754,12.518,71.909,0.245
5,289.400,3.449,0.459,1.888,3.052,4.576,5.484,6.995,10.149,34.506,0.290
10,280.600,3.559,0.473,1.975,3.376,4.907,5.803,6.341,11.103,12.066,0.281
15,301.000,3.318,0.454,1.894,2.212,4.624,5.568,5.984,10.237,10.823,0.301
20,293.600,3.402,0.444,1.909,2.734,4.721,5.612,6.219,10.594,19.156,0.294
25,289.200,3.453,0.450,1.919,3.172,4.663,5.587,7.148,10.234,13.192,0.290
30,286.200,3.494,0.448,1.936,3.166,4.850,5.706,6.986,10.196,12.666,0.286
35,245.400,4.069,0.454,2.080,3.711,5.557,6.992,8.265,12.635,20.744,0.246
40,276.200,3.620,0.414,1.970,3.267,4.908,6.017,7.156,11.301,16.732,0.276
45,288.000,3.467,0.422,1.917,2.973,4.748,5.720,6.606,11.086,14.504,0.288
50,280.400,3.560,0.409,1.925,2.989,4.800,5.825,8.057,11.841,41.784,0.281
55,287.800,3.470,0.428,1.886,3.099,4.666,5.718,7.243,10.893,14.399,0.288
