Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,211,211.000,1229,2524,4122,4722,5845,7644,9408,13374,47553
1,260,260.000,680,2083,2550,3863,5223,6087,7018,13135,46299
2,259,259.000,663,2100,3489,3825,5101,6278,7449,11481,11701
3,259,259.000,571,2056,3314,3863,5189,6242,10989,12333,13101
4,235,235.000,501,2005,3764,4254,5301,6106,9754,19314,71909
5,260,260.000,459,1973,3516,3827,4762,5651,7533,33532,34506
6,311,311.000,463,1866,2319,3217,4381,5186,5905,9850,12064
7,301,301.000,475,1872,2287,3312,4568,5426,5818,9968,12461
8,273,273.000,490,1907,3235,3672,4710,5855,9902,10165,17008
9,302,302.000,500,1863,2966,3292,4424,5371,5860,9950,10310
10,287,287.000,473,1931,3474,3484,4715,5536,6242,9841,10824
11,294,294.000,508,1962,2452,3387,4804,5783,6300,10970,11116
12,265,265.000,497,2061,3627,3773,5162,6074,6457,11145,11299
13,277,277.000,560,1987,3406,3608,5101,6001,6603,11394,12066
14,280,280.000,513,1949,3230,3564,4989,5745,6581,11127,11222
15,295,295.000,502,1885,2417,3375,4600,5533,6689,10238,10481
16,298,298.000,500,1914,2238,3352,4722,5626,5890,10274,10421
17,300,300.000,457,1886,2418,3359,4722,5535,5984,10237,10823
18,311,311.000,475,1884,2047,3187,4473,5577,6063,10323,10550
19,301,301.000,454,1895,3007,3319,4640,5527,5778,10111,10444
20,307,307.000,474,1862,2083,3250,4359,5298,6428,10113,19156
21,293,293.000,497,1865,3111,3405,4692,5484,6254,10093,11299
22,282,282.000,479,1937,3327,3548,4800,5776,6977,10500,13233
23,301,301.000,444,1920,3356,3310,4552,5394,5744,9976,10140
24,285,285.000,514,1983,2354,3512,5010,5966,6318,10985,11149
25,281,281.000,455,1924,3301,3549,4525,5602,9641,10375,10834
26,280,280.000,467,1925,3190,3573,4850,5723,9853,10117,11623
27,294,294.000,450,1908,3153,3400,4526,5560,9514,10342,13192
28,285,285.000,461,1922,3082,3505,4768,5536,6557,10477,12519
29,306,306.000,458,1918,3095,3256,4615,5463,5829,10093,10617
30,304,304.000,475,1903,2185,3287,4621,5527,5962,10037,10510
31,292,292.000,473,1918,3232,3422,4737,5706,6158,10152,10243
32,271,271.000,475,1992,3469,3683,4925,5678,9812,10244,10446
33,291,291.000,451,1938,3384,3445,4819,5477,5957,10214,12666
34,273,273.000,448,1946,3135,3661,5165,6577,7620,11301,11871
35,215,215.000,469,2268,4515,4628,6502,7839,9383,12922,13208
36,239,239.000,473,2153,3887,4178,5780,7188,8253,12817,15713
37,242,242.000,477,2091,3738,4142,5303,7019,11136,13835,15411
38,262,262.000,454,1991,3660,3805,5516,6447,6843,11814,20744
39,269,269.000,457,2036,3152,3713,5100,6149,6694,12495,13314
40,277,277.000,437,1958,3221,3615,5084,6017,6810,11123,11797
41,271,271.000,448,1994,3044,3688,5023,6275,9043,11349,12272
42,290,290.000,431,1930,2378,3441,4817,5978,6723,11248,12364
43,267,267.000,437,1972,3481,3734,4953,6101,10485,11941,13093
44,276,276.000,414,2080,3573,3634,4856,5763,6381,11427,16732
45,282,282.000,431,1926,2360,3533,4861,6164,8071,11187,12059
46,287,287.000,435,1915,3359,3478,4676,5484,6039,10929,14063
47,279,279.000,424,1887,2849,3578,4727,5879,9893,12089,14504
48,286,286.000,445,1965,3357,3499,4793,5670,5970,10546,11322
49,306,306.000,422,1873,2223,3264,4671,5626,6061,10554,12986
50,267,267.000,440,1946,3376,3741,5128,6031,9033,12122,12334
51,296,296.000,427,1885,2214,3363,4649,5591,6163,11081,41784
52,281,281.000,440,1956,2326,3562,4868,6125,9294,11015,12010
53,283,283.000,448,1911,2276,3531,4726,5866,10065,11970,13679
54,275,275.000,409,1916,3478,3624,4679,5574,8515,12091,13158
55,297,297.000,435,1900,2162,3356,4581,5790,6223,11080,12502
56,297,297.000,428,1873,3061,3367,4553,5577,6333,10831,11219
57,291,291.000,444,1843,3099,3429,4560,5548,9651,10682,12775
58,280,280.000,463,1879,3530,3582,4887,5745,6603,10964,11254
59,274,274.000,443,1941,3231,3631,4882,5951,7804,11051,14399
