Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.400,1.393,0.435,0.716,1.552,1.700,2.100,2.739,2.979,2.979,0.718
5,7.400,0.977,0.439,0.484,1.243,1.430,1.563,1.565,1.675,1.675,1.024
10,12.000,1.052,0.443,0.495,1.257,1.451,1.575,1.665,1.972,1.972,0.951
15,13.400,0.803,0.387,0.469,0.533,1.279,1.520,1.561,1.905,1.905,1.245
20,9.600,0.468,0.400,0.435,0.454,0.486,0.508,0.555,0.840,0.840,2.137
25,12.400,0.446,0.386,0.418,0.432,0.452,0.491,0.517,0.927,0.927,2.240
30,10.000,0.458,0.390,0.425,0.448,0.470,0.489,0.520,0.927,0.927,2.184
35,10.000,0.444,0.391,0.414,0.428,0.460,0.489,0.512,0.725,0.725,2.252
40,13.600,0.449,0.387,0.422,0.439,0.469,0.510,0.531,0.551,0.551,2.227
45,11.800,0.430,0.384,0.412,0.420,0.440,0.479,0.506,0.586,0.586,2.323
50,10.800,0.447,0.387,0.420,0.439,0.469,0.495,0.516,0.674,0.674,2.236
55,13.000,0.438,0.379,0.406,0.422,0.446,0.513,0.518,0.699,0.699,2.282
