Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,95.400,2.832,1.800,2.141,2.882,3.126,3.477,4.064,5.822,18.914,0.353
5,107.200,2.911,1.678,1.999,2.794,3.009,3.195,3.368,5.614,141.345,0.343
10,116.200,2.599,1.702,1.996,2.718,2.966,3.146,3.385,4.762,5.676,0.385
15,109.200,2.398,1.677,1.886,2.096,2.897,3.105,3.310,4.985,5.932,0.417
20,132.800,2.006,1.701,1.853,1.932,2.042,2.189,2.415,3.875,5.283,0.499
25,131.000,2.015,1.660,1.854,1.934,2.045,2.220,2.525,3.770,5.271,0.496
30,133.800,2.016,1.633,1.831,1.906,2.032,2.263,2.695,4.024,6.198,0.496
35,126.800,2.002,1.670,1.848,1.929,2.032,2.166,2.330,4.000,9.135,0.500
40,126.800,2.025,1.687,1.856,1.946,2.049,2.211,2.389,4.385,5.250,0.494
45,121.200,2.015,1.663,1.824,1.904,2.028,2.186,2.584,4.538,6.793,0.496
50,127.400,2.051,1.666,1.839,1.920,2.039,2.241,2.922,4.656,6.873,0.488
55,130.400,2.013,1.662,1.833,1.916,2.041,2.168,2.429,4.504,6.051,0.497
