Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,101.400,2.516,1.800,2.044,2.163,2.377,2.773,3.332,5.972,71.909,0.397
5,123.800,2.122,1.622,1.832,1.926,2.043,2.202,2.466,5.195,34.090,0.471
10,116.400,2.098,1.721,1.913,2.003,2.118,2.329,2.552,4.557,5.418,0.477
15,135.200,1.991,1.678,1.854,1.934,2.040,2.148,2.245,3.590,5.069,0.502
20,125.400,2.007,1.664,1.862,1.944,2.059,2.203,2.354,3.484,5.258,0.498
25,125.000,2.033,1.705,1.868,1.942,2.055,2.233,2.442,4.287,5.671,0.492
30,120.200,2.054,1.711,1.884,1.971,2.079,2.261,2.524,3.821,7.714,0.487
35,105.200,2.431,1.676,1.978,2.151,2.414,3.139,4.303,5.648,20.744,0.411
40,116.800,2.191,1.658,1.910,2.034,2.220,2.605,3.396,4.869,5.465,0.456
45,123.800,2.051,1.632,1.856,1.956,2.085,2.275,2.582,4.264,5.595,0.488
50,120.000,2.055,1.648,1.872,1.960,2.097,2.313,2.525,4.380,6.060,0.487
55,127.000,2.078,1.655,1.835,1.936,2.099,2.340,2.793,5.053,6.205,0.481
