Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.800,12.253,9.754,10.927,11.300,11.944,13.101,13.968,47.553,47.553,0.082
5,12.000,10.052,9.166,9.515,9.889,10.052,10.310,12.461,17.008,17.008,0.099
10,8.800,10.632,9.385,9.925,10.903,11.161,11.299,11.394,12.066,12.066,0.094
15,9.600,10.147,9.742,9.992,10.163,10.274,10.421,10.481,10.823,10.823,0.099
20,10.600,10.403,9.616,9.870,10.057,10.594,10.921,11.149,19.156,19.156,0.096
25,13.800,10.116,9.390,9.825,9.984,10.144,10.617,11.513,13.192,13.192,0.099
30,10.400,10.128,9.473,9.857,10.012,10.233,10.446,11.675,12.666,12.666,0.099
35,9.400,12.033,10.481,11.263,11.785,12.609,13.314,13.835,15.713,15.713,0.083
40,11.200,11.177,9.809,10.749,11.045,11.301,11.941,12.453,16.732,16.732,0.089
45,9.800,10.866,9.633,10.289,10.708,11.187,12.089,12.986,14.504,14.504,0.092
50,11.800,10.935,9.524,10.209,10.690,11.513,12.187,12.901,13.679,13.679,0.091
55,12.400,10.517,9.305,9.979,10.287,10.839,11.254,12.501,14.399,14.399,0.095
