Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.000,1.178,0.807,1.048,1.169,1.273,1.449,1.506,2.147,2.147,0.849
5,11.400,1.022,0.775,0.939,1.024,1.097,1.236,1.270,1.322,1.322,0.979
10,9.200,1.040,0.742,0.925,1.046,1.130,1.224,1.255,1.357,1.357,0.962
15,8.200,1.183,0.703,1.056,1.144,1.259,1.315,1.405,3.229,3.229,0.845
20,11.400,1.171,0.877,1.071,1.164,1.260,1.326,1.481,1.692,1.692,0.854
25,13.400,1.087,0.746,0.986,1.069,1.195,1.264,1.310,1.445,1.445,0.920
30,12.200,1.214,0.854,1.026,1.147,1.236,1.363,1.411,4.537,4.537,0.824
35,13.800,1.105,0.772,1.006,1.113,1.193,1.327,1.368,1.441,1.441,0.905
40,11.800,1.194,0.839,1.077,1.175,1.326,1.470,1.524,1.595,1.595,0.838
45,13.400,1.140,0.794,0.998,1.148,1.261,1.343,1.395,2.403,2.403,0.877
50,13.000,1.219,0.784,1.070,1.142,1.236,1.332,1.390,5.757,5.757,0.820
55,12.000,1.156,0.889,1.081,1.137,1.233,1.350,1.380,1.499,1.499,0.865
