Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,116.800,5.209,1.839,4.264,5.072,5.907,6.517,6.875,8.240,43.920,0.192
5,122.800,5.069,2.215,4.029,4.853,5.603,6.227,6.537,7.275,130.675,0.197
10,126.600,4.828,2.073,4.023,4.724,5.539,6.125,6.589,7.124,9.515,0.207
15,128.200,4.919,2.271,4.017,4.792,5.559,6.205,6.665,7.306,43.222,0.203
20,129.600,4.961,2.100,4.171,4.951,5.691,6.234,6.593,7.158,9.719,0.202
25,119.800,4.998,2.837,4.161,4.922,5.845,6.444,6.792,7.819,9.470,0.200
30,123.200,5.080,1.859,4.140,4.894,5.766,6.475,6.928,8.434,41.011,0.197
35,138.000,4.544,1.924,3.834,4.471,5.218,5.651,6.036,7.025,11.313,0.220
40,143.000,4.518,2.309,3.829,4.416,5.173,5.698,5.975,7.301,9.713,0.221
45,140.800,4.541,1.776,3.820,4.424,5.181,5.628,6.006,7.979,9.555,0.220
50,133.200,4.594,1.699,3.785,4.451,5.232,5.644,5.831,7.522,41.617,0.218
55,132.200,4.522,1.666,3.772,4.452,5.210,5.660,5.910,7.271,8.392,0.221
