Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,191,191.000,1140,3133,4388,5226,6503,8428,12687,15604,20122
1,224,224.000,522,2454,3635,4437,5343,6696,10859,18796,44055
2,229,229.000,609,2864,4048,4357,5603,6857,9478,12543,13016
3,255,255.000,531,2141,3323,3917,4946,6255,7045,11344,12079
4,264,264.000,435,2293,3331,3774,4851,5989,6806,11566,12150
5,260,260.000,478,2526,3275,3846,5134,6292,6965,11049,14453
6,253,253.000,472,2676,3326,3939,5111,6427,6782,11373,15375
7,219,219.000,497,2667,3317,4553,5021,6160,7120,13174,141345
8,249,249.000,470,2622,3529,4008,5392,6295,8053,11233,13544
9,251,251.000,439,2181,3242,3985,5220,6431,10619,11325,11409
10,264,264.000,472,2169,3216,3776,4854,6029,6820,11144,18350
11,256,256.000,443,2285,3073,3901,5152,6458,10425,11636,14088
12,255,255.000,446,2494,3197,3905,5132,6239,7127,10964,14599
13,254,254.000,459,2412,3367,3956,5194,6168,10227,11401,12003
14,263,263.000,447,2239,3225,3780,4995,5965,6808,11468,12580
15,269,269.000,399,2096,2953,3702,4741,6409,9919,11359,13558
16,244,244.000,470,2223,3554,4096,5428,6742,8654,11522,12710
17,242,242.000,439,2793,3750,4131,5337,6456,7589,11250,14034
18,249,249.000,447,1933,3113,3995,5363,6580,11199,12490,40394
19,290,290.000,387,1869,3415,3450,4697,5591,6309,10674,10912
20,300,300.000,425,1888,2485,3325,4741,5506,5722,9310,13745
21,287,287.000,421,1906,3264,3469,4649,5659,8087,9840,11848
22,289,289.000,451,1945,3385,3459,4678,5719,6203,9906,13017
23,309,309.000,400,1871,2730,3231,4504,5437,5808,9066,11366
24,312,312.000,423,1902,2120,3197,4334,5372,6714,9218,10618
25,290,290.000,415,1919,3229,3457,4723,5600,7340,9594,9881
26,293,293.000,386,1883,3101,3403,4683,5594,8567,9640,10643
27,300,300.000,399,1889,2826,3319,4439,5465,7144,10266,12565
28,307,307.000,397,1888,2201,3270,4596,5527,6075,9239,9469
29,320,320.000,397,1899,2220,3116,4481,5580,5859,8939,10371
30,267,267.000,390,1892,3352,3745,4844,5802,8468,9968,49704
31,314,314.000,401,1868,2298,3166,4456,5589,5812,8944,9181
32,307,307.000,417,1849,2217,3254,4778,5544,6494,8963,12652
33,292,292.000,397,1869,2814,3420,4785,5649,7233,9666,11542
34,296,296.000,406,1883,2201,3377,4489,5503,6350,9334,44100
35,297,297.000,395,1873,3139,3363,4662,5518,5767,9165,9262
36,290,290.000,413,1895,3288,3443,4720,5644,6677,9590,12749
37,307,307.000,392,1891,2451,3269,4455,5458,5879,9135,11779
38,303,303.000,401,1901,2524,3283,4401,5483,7167,9286,9587
39,296,296.000,391,1919,3006,3376,4622,5601,7263,9210,11732
40,308,308.000,393,1893,2461,3238,4447,5523,5811,9082,10426
41,286,286.000,419,1933,3321,3497,4778,5729,8566,9203,13549
42,296,296.000,419,1890,2271,3371,4685,5735,7777,9277,11183
43,302,302.000,387,1878,3111,3318,4401,5586,6385,9263,9396
44,289,289.000,402,1886,2363,3451,4612,5779,8714,11302,23664
45,280,280.000,405,1938,3543,3566,4962,5417,7027,9484,11043
46,298,298.000,399,1905,2744,3365,4697,5559,6795,10558,11861
47,296,296.000,384,1828,3148,3356,4695,5598,8576,9070,9356
48,299,299.000,393,1847,3185,3338,4603,5467,7150,9475,11271
49,297,297.000,402,1869,3118,3388,4711,5715,8702,10007,11355
50,299,299.000,392,1869,2437,3315,4670,5585,7257,9399,10237
51,272,272.000,390,1881,3551,3687,4941,5742,8564,11303,40769
52,298,298.000,419,1895,3082,3337,4539,5603,5980,9328,10628
53,291,291.000,413,1905,3189,3433,4709,5744,7544,10055,11291
54,310,310.000,387,1871,2247,3225,4583,5335,5862,9174,12990
55,303,303.000,388,1852,2282,3299,4632,5528,5903,9634,12180
56,306,306.000,395,1871,2284,3269,4593,5595,5938,9335,11104
57,294,294.000,399,1874,2977,3385,4701,5699,7952,9457,9687
58,305,305.000,379,1894,2489,3285,4666,5597,6431,8917,9321
59,288,288.000,400,1871,3286,3444,4710,5714,8741,9551,11072
