Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10.000,0.860,0.501,0.636,0.700,0.929,1.440,1.635,2.515,2.515,1.163
5,11.400,0.527,0.459,0.490,0.504,0.542,0.622,0.640,0.888,0.888,1.898
10,10.800,0.582,0.473,0.524,0.560,0.609,0.683,0.768,1.061,1.061,1.719
15,11.000,0.527,0.454,0.501,0.522,0.539,0.581,0.617,0.715,0.715,1.898
20,12.000,0.525,0.444,0.497,0.519,0.542,0.589,0.617,0.665,0.665,1.904
25,10.800,0.498,0.450,0.476,0.494,0.505,0.530,0.567,0.675,0.675,2.008
30,11.000,0.510,0.448,0.478,0.496,0.539,0.567,0.614,0.629,0.629,1.963
35,11.400,0.523,0.454,0.482,0.517,0.554,0.586,0.641,0.648,0.648,1.913
40,13.200,0.494,0.414,0.462,0.487,0.515,0.554,0.575,0.671,0.671,2.025
45,11.200,0.477,0.422,0.452,0.467,0.496,0.526,0.553,0.646,0.646,2.095
50,13.000,0.487,0.409,0.458,0.477,0.507,0.542,0.566,0.663,0.663,2.053
55,10.000,0.527,0.428,0.456,0.473,0.490,0.523,0.558,2.408,2.408,1.897
