Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,254.200,3.925,0.430,1.981,3.507,5.280,6.479,10.325,11.676,59.946,0.255
5,274.000,3.644,0.413,1.861,2.938,5.018,6.072,7.088,10.911,130.675,0.274
10,285.800,3.494,0.390,1.857,2.474,4.868,5.983,6.913,10.854,12.909,0.286
15,284.400,3.511,0.402,1.853,2.502,4.853,5.967,6.837,10.762,43.222,0.285
20,273.400,3.656,0.374,1.881,3.433,5.110,6.160,6.999,10.870,13.372,0.274
25,280.400,3.565,0.390,1.829,2.348,4.991,6.356,7.979,11.086,14.724,0.281
30,280.200,3.565,0.371,1.855,2.431,4.919,6.211,7.153,11.252,41.011,0.280
35,294.600,3.389,0.398,1.878,3.165,4.594,5.542,6.649,9.563,12.424,0.295
40,298.400,3.346,0.389,1.881,3.284,4.544,5.540,6.343,9.226,12.718,0.299
45,291.800,3.424,0.378,1.885,3.248,4.677,5.565,7.315,9.396,13.276,0.292
50,289.200,3.455,0.381,1.881,3.205,4.678,5.614,7.916,9.139,41.617,0.289
55,300.400,3.324,0.349,1.848,2.825,4.592,5.578,7.380,9.285,12.417,0.301
